time_utc,activity,target_id,station_id,duration_sec,power_W,battery_SOC,data_MB
2026-02-19T04:13:06.793042+00:00,OBSERVE,target_london,-,500.0,5.0,0.965,50.0
2026-02-19T05:38:12.799343+00:00,DOWNLINK,-,gs_wallops,550.0,8.0,0.939,-137.5
2026-02-19T05:52:56.793042+00:00,OBSERVE,target_london,-,490.0,5.0,0.966,50.0
2026-02-19T06:01:07.793042+00:00,OBSERVE,target_moscow,-,213.3,5.0,0.985,50.0
2026-02-19T06:04:42.094414+00:00,OBSERVE,target_cairo,-,207.3,5.0,0.971,50.0
2026-02-19T07:17:12.799343+00:00,DOWNLINK,-,gs_wallops,600.0,8.0,0.904,-150.0
2026-02-19T07:32:36.793042+00:00,OBSERVE,target_london,-,480.0,5.0,0.967,50.0
2026-02-19T07:41:19.373938+00:00,OBSERVE,target_cairo,-,480.0,5.0,0.967,50.0
2026-02-19T08:59:02.799343+00:00,DOWNLINK,-,gs_wallops,440.0,8.0,0.918,-110.0
2026-02-19T09:13:16.793042+00:00,OBSERVE,target_london,-,260.0,5.0,0.982,50.0
2026-02-19T10:00:27.649994+00:00,OBSERVE,target_sydney,-,420.0,5.0,0.971,50.0
2026-02-19T10:40:42.799343+00:00,DOWNLINK,-,gs_wallops,380.0,8.0,0.958,-95.0
2026-02-19T11:39:47.649994+00:00,OBSERVE,target_sydney,-,460.0,5.0,0.968,50.0
2026-02-19T12:20:22.799343+00:00,DOWNLINK,-,gs_wallops,530.0,8.0,0.941,-132.5
2026-02-19T13:59:32.799343+00:00,DOWNLINK,-,gs_wallops,620.0,8.0,0.931,-155.0
2026-02-19T14:21:11.940153+00:00,OBSERVE,target_saopaulo,-,210.0,5.0,0.985,50.0
2026-02-19T15:12:28.508606+00:00,OBSERVE,target_tokyo,-,430.0,5.0,0.97,50.0
2026-02-19T15:41:12.799343+00:00,DOWNLINK,-,gs_wallops,290.0,8.0,0.968,-72.5
2026-02-19T15:58:11.940153+00:00,OBSERVE,target_saopaulo,-,480.0,5.0,0.967,50.0
2026-02-19T16:49:30.232128+00:00,OBSERVE,target_beijing,-,380.0,5.0,0.974,50.0
2026-02-19T16:55:51.232128+00:00,OBSERVE,target_tokyo,-,207.3,5.0,0.986,50.0
2026-02-19T17:34:54.485010+00:00,DOWNLINK,-,gs_santiago,610.0,8.0,0.918,-152.5
2026-02-19T18:28:00.232128+00:00,OBSERVE,target_beijing,-,480.0,5.0,0.967,50.0
2026-02-19T19:15:34.485010+00:00,DOWNLINK,-,gs_santiago,510.0,8.0,0.943,-127.5
2026-02-19T20:09:30.232128+00:00,OBSERVE,target_beijing,-,340.0,5.0,0.976,50.0
2026-02-19T21:00:24.485010+00:00,DOWNLINK,-,gs_santiago,60.0,8.0,0.993,-15.0
2026-02-19T21:33:29.373938+00:00,OBSERVE,target_cairo,-,260.0,5.0,0.982,50.0
2026-02-19T21:51:10.232128+00:00,OBSERVE,target_beijing,-,260.0,5.0,0.982,50.0
2026-02-19T21:56:08.508606+00:00,OBSERVE,target_tokyo,-,310.0,5.0,0.978,50.0
2026-02-19T23:10:49.373938+00:00,OBSERVE,target_cairo,-,490.0,5.0,0.944,50.0
2026-02-19T23:19:00.373938+00:00,OBSERVE,target_moscow,-,240.7,5.0,0.983,50.0
2026-02-19T23:30:30.232128+00:00,OBSERVE,target_beijing,-,420.0,5.0,0.954,50.0
2026-02-19T23:37:31.232128+00:00,OBSERVE,target_tokyo,-,167.3,5.0,0.988,50.0
